category,is_women_led,activity,governorate,wilayat,count
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,الرستاق,9
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,العوابي,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,المصنعة,5
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,بركاء,17
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,نخل,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,وادي المعاول,2
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,الكامل والوافي,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,جعلان بنى بوحسن,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,جعلان بنى بوعلى,13
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,صور,26
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,مصيرة,1
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,الخابورة,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,السويق,10
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,شناص,10
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,صحار,24
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,صحم,14
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,لوى,10
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,ابراء,5
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,القابل,2
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,المضيبي,7
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,بدية,1
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,سناو,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,المزيونة,2
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,ثمريت,14
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,رخيوت,12
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,سدح,4
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,شليم وجزر الحلانيات,1
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,صلالة,56
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,ضلكوت,3
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,طاقة,12
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,مرباط,6
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,مقشن,2
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,السيب,66
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,العامرات,12
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,بوشر,12
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,قريات,1
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,مسقط,1
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,مطرح,2
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسندم,خصب,1
home_based,True,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسندم,دبا البيعة,1
home_based,True,صنع المنتجات الحرفية من الجلد,الداخلية,أدم,1
home_based,True,صنع المنتجات الحرفية من الجلد,الظاهرة,عبري,1
home_based,True,صنع المنتجات الحرفية من الجلد,الوسطى,هيماء,1
home_based,True,صنع المنتجات الحرفية من الجلد,شمال الشرقية,ابراء,1
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,المزيونة,12
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,ثمريت,16
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,رخيوت,14
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,سدح,20
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,شليم وجزر الحلانيات,1
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,صلالة,1
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,طاقة,6
home_based,True,صنع المنتجات الحرفية من الجلد,ظفار,مرباط,15
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,البريمي,البريمي,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,الظاهرة,عبري,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,الوسطى,هيماء,3
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,جنوب الباطنة,بركاء,3
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,جنوب الشرقية,جعلان بنى بوحسن,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,جنوب الشرقية,مصيرة,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,شمال الشرقية,المضيبي,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,شمال الشرقية,بدية,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,ظفار,صلالة,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,مسقط,السيب,2
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,مسقط,العامرات,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,مسقط,بوشر,1
home_based,True,صنع المنتجات الحرفية من الحجر والجبس,مسقط,مسقط,1
home_based,True,صنع المنتجات الحرفية من الخشب,الداخلية,بهلاء,1
home_based,True,صنع المنتجات الحرفية من الخشب,الداخلية,سمائل,1
home_based,True,صنع المنتجات الحرفية من الخشب,الظاهرة,ضنك,3
home_based,True,صنع المنتجات الحرفية من الخشب,الظاهرة,عبري,1
home_based,True,صنع المنتجات الحرفية من الخشب,جنوب الباطنة,الرستاق,11
home_based,True,صنع المنتجات الحرفية من الخشب,جنوب الشرقية,صور,1
home_based,True,صنع المنتجات الحرفية من الخشب,شمال الباطنة,الخابورة,1
home_based,True,صنع المنتجات الحرفية من الخشب,شمال الباطنة,صحم,1
home_based,True,صنع المنتجات الحرفية من الخشب,شمال الشرقية,القابل,1
home_based,True,صنع المنتجات الحرفية من الخشب,شمال الشرقية,بدية,1
home_based,True,صنع المنتجات الحرفية من الخشب,ظفار,رخيوت,3
home_based,True,صنع المنتجات الحرفية من الخشب,ظفار,صلالة,1
home_based,True,صنع المنتجات الحرفية من الخشب,ظفار,ضلكوت,7
home_based,True,صنع المنتجات الحرفية من الخشب,مسقط,السيب,2
home_based,True,صنع المنتجات الحرفية من الخشب,مسقط,العامرات,2
home_based,True,صنع المنتجات الحرفية من الخشب,مسقط,بوشر,1
home_based,True,صنع المنتجات الحرفية من الخشب,مسندم,خصب,1
home_based,True,صنع المنتجات الحرفية من السعف,البريمي,البريمي,1
home_based,True,صنع المنتجات الحرفية من السعف,البريمي,محضة,1
home_based,True,صنع المنتجات الحرفية من السعف,الداخلية,بهلاء,3
home_based,True,صنع المنتجات الحرفية من السعف,الداخلية,سمائل,1
home_based,True,صنع المنتجات الحرفية من السعف,الداخلية,نزوى,4
home_based,True,صنع المنتجات الحرفية من السعف,الظاهرة,ضنك,35
home_based,True,صنع المنتجات الحرفية من السعف,الظاهرة,عبري,1
home_based,True,صنع المنتجات الحرفية من السعف,الظاهرة,ينقل,1
home_based,True,صنع المنتجات الحرفية من السعف,الوسطى,الجازر,23
home_based,True,صنع المنتجات الحرفية من السعف,الوسطى,الدقم,25
home_based,True,صنع المنتجات الحرفية من السعف,الوسطى,هيماء,2
home_based,True,صنع المنتجات الحرفية من السعف,جنوب الباطنة,الرستاق,28
home_based,True,صنع المنتجات الحرفية من السعف,جنوب الباطنة,العوابي,6
home_based,True,صنع المنتجات الحرفية من السعف,جنوب الباطنة,نخل,3
home_based,True,صنع المنتجات الحرفية من السعف,جنوب الباطنة,وادي المعاول,4
home_based,True,صنع المنتجات الحرفية من السعف,جنوب الشرقية,جعلان بنى بوحسن,2
home_based,True,صنع المنتجات الحرفية من السعف,شمال الباطنة,شناص,1
home_based,True,صنع المنتجات الحرفية من السعف,شمال الباطنة,صحار,2
home_based,True,صنع المنتجات الحرفية من السعف,شمال الباطنة,لوى,2
home_based,True,صنع المنتجات الحرفية من السعف,شمال الشرقية,المضيبي,1
home_based,True,صنع المنتجات الحرفية من السعف,شمال الشرقية,دماء والطائيين,1
home_based,True,صنع المنتجات الحرفية من السعف,شمال الشرقية,وادى بنى خالد,7
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,المزيونة,5
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,ثمريت,5
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,رخيوت,4
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,سدح,77
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,شليم وجزر الحلانيات,9
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,صلالة,6
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,ضلكوت,2
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,طاقة,12
home_based,True,صنع المنتجات الحرفية من السعف,ظفار,مرباط,6
home_based,True,صنع المنتجات الحرفية من السعف,مسقط,السيب,1
home_based,True,صنع المنتجات الحرفية من السعف,مسقط,العامرات,3
home_based,True,صنع المنتجات الحرفية من السعف,مسقط,بوشر,1
home_based,True,صنع المنتجات الحرفية من السعف,مسقط,قريات,3
home_based,True,صنع المنتجات الحرفية من السعف,مسندم,بخا,2
home_based,True,صنع المنتجات الحرفية من السعف,مسندم,خصب,38
home_based,True,صنع المنتجات الحرفية من السعف,مسندم,دبا البيعة,7
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,البريمي,البريمي,4
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,الحمراء,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,بهلاء,7
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,منح,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,الظاهرة,ينقل,4
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,الوسطى,الدقم,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,جنوب الشرقية,جعلان بنى بوحسن,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,الخابورة,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,شناص,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,صحم,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,ابراء,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,المضيبي,2
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,بدية,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,دماء والطائيين,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,ظفار,رخيوت,1
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,ظفار,سدح,20
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,ظفار,صلالة,65
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,ظفار,ضلكوت,3
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,ظفار,طاقة,53
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,ظفار,مرباط,136
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,مسقط,السيب,7
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,مسقط,العامرات,2
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,مسقط,بوشر,2
home_based,True,صنع المنتجات الحرفية من الفخار والخزف,مسندم,خصب,6
home_based,True,صنع المنتجات الحرفية من الفضة,الداخلية,سمائل,1
home_based,True,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,الرستاق,1
home_based,True,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,العوابي,1
home_based,True,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,نخل,2
home_based,True,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,وادي المعاول,1
home_based,True,صنع المنتجات الحرفية من الفضة,جنوب الشرقية,صور,1
home_based,True,صنع المنتجات الحرفية من الفضة,جنوب الشرقية,مصيرة,1
home_based,True,صنع المنتجات الحرفية من الفضة,ظفار,صلالة,3
home_based,True,صنع المنتجات الحرفية من الفضة,مسقط,السيب,10
home_based,True,صنع المنتجات الحرفية من الفضة,مسقط,بوشر,3
home_based,True,صنع المنتجات الحرفية من الفضة,مسقط,مطرح,1
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,البريمي,البريمي,1
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,إزكي,3
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,بدبد,2
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,بهلاء,1
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,منح,1
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,جنوب الشرقية,صور,1
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,مسقط,السيب,1
home_based,True,صنع المنتجات الحرفية من النحاس والمعادن,مسندم,خصب,4
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,البريمي,البريمي,2
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,أدم,7
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,إزكي,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,الجبل الأخضر,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,الحمراء,7
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,بدبد,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,بهلاء,25
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,سمائل,9
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,نزوى,5
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الظاهرة,ضنك,16
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الظاهرة,عبري,11
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,الجازر,19
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,الدقم,21
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,محوت,403
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,هيماء,160
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,الرستاق,4
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,العوابي,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,المصنعة,5
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,بركاء,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,الكامل والوافي,6
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,جعلان بنى بوحسن,5
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,جعلان بنى بوعلى,2
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,صور,5
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,مصيرة,48
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,الخابورة,21
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,السويق,15
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,شناص,3
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,صحار,8
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,صحم,2
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,ابراء,118
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,القابل,262
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,المضيبي,177
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,بدية,264
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,دماء والطائيين,13
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,سناو,52
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,وادى بنى خالد,43
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,المزيونة,12
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,ثمريت,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,رخيوت,10
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,سدح,53
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,شليم وجزر الحلانيات,5
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,صلالة,25
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,ضلكوت,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,طاقة,27
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,مرباط,87
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,مقشن,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,السيب,4
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,العامرات,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,بوشر,2
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,قريات,2
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,مطرح,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسندم,بخا,1
home_based,True,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسندم,خصب,6
home_based,True,صنع وتجهيز البخور,البريمي,البريمي,172
home_based,True,صنع وتجهيز البخور,البريمي,محضة,6
home_based,True,صنع وتجهيز البخور,الداخلية,أدم,2
home_based,True,صنع وتجهيز البخور,الداخلية,إزكي,6
home_based,True,صنع وتجهيز البخور,الداخلية,الجبل الأخضر,1
home_based,True,صنع وتجهيز البخور,الداخلية,بدبد,7
home_based,True,صنع وتجهيز البخور,الداخلية,بهلاء,7
home_based,True,صنع وتجهيز البخور,الداخلية,سمائل,7
home_based,True,صنع وتجهيز البخور,الداخلية,منح,4
home_based,True,صنع وتجهيز البخور,الداخلية,نزوى,17
home_based,True,صنع وتجهيز البخور,الظاهرة,ضنك,4
home_based,True,صنع وتجهيز البخور,الظاهرة,عبري,23
home_based,True,صنع وتجهيز البخور,الظاهرة,ينقل,2
home_based,True,صنع وتجهيز البخور,الوسطى,الجازر,8
home_based,True,صنع وتجهيز البخور,الوسطى,الدقم,15
home_based,True,صنع وتجهيز البخور,الوسطى,محوت,3
home_based,True,صنع وتجهيز البخور,الوسطى,هيماء,5
home_based,True,صنع وتجهيز البخور,جنوب الباطنة,الرستاق,89
home_based,True,صنع وتجهيز البخور,جنوب الباطنة,العوابي,16
home_based,True,صنع وتجهيز البخور,جنوب الباطنة,المصنعة,78
home_based,True,صنع وتجهيز البخور,جنوب الباطنة,بركاء,92
home_based,True,صنع وتجهيز البخور,جنوب الباطنة,نخل,7
home_based,True,صنع وتجهيز البخور,جنوب الباطنة,وادي المعاول,12
home_based,True,صنع وتجهيز البخور,جنوب الشرقية,الكامل والوافي,119
home_based,True,صنع وتجهيز البخور,جنوب الشرقية,جعلان بنى بوحسن,88
home_based,True,صنع وتجهيز البخور,جنوب الشرقية,جعلان بنى بوعلى,168
home_based,True,صنع وتجهيز البخور,جنوب الشرقية,صور,146
home_based,True,صنع وتجهيز البخور,جنوب الشرقية,مصيرة,9
home_based,True,صنع وتجهيز البخور,شمال الباطنة,الخابورة,54
home_based,True,صنع وتجهيز البخور,شمال الباطنة,السويق,69
home_based,True,صنع وتجهيز البخور,شمال الباطنة,شناص,30
home_based,True,صنع وتجهيز البخور,شمال الباطنة,صحار,137
home_based,True,صنع وتجهيز البخور,شمال الباطنة,صحم,162
home_based,True,صنع وتجهيز البخور,شمال الباطنة,لوى,26
home_based,True,صنع وتجهيز البخور,شمال الشرقية,ابراء,17
home_based,True,صنع وتجهيز البخور,شمال الشرقية,القابل,6
home_based,True,صنع وتجهيز البخور,شمال الشرقية,المضيبي,9
home_based,True,صنع وتجهيز البخور,شمال الشرقية,بدية,8
home_based,True,صنع وتجهيز البخور,شمال الشرقية,دماء والطائيين,4
home_based,True,صنع وتجهيز البخور,شمال الشرقية,سناو,4
home_based,True,صنع وتجهيز البخور,شمال الشرقية,وادى بنى خالد,1
home_based,True,صنع وتجهيز البخور,ظفار,المزيونة,16
home_based,True,صنع وتجهيز البخور,ظفار,ثمريت,56
home_based,True,صنع وتجهيز البخور,ظفار,رخيوت,22
home_based,True,صنع وتجهيز البخور,ظفار,سدح,65
home_based,True,صنع وتجهيز البخور,ظفار,شليم وجزر الحلانيات,4
home_based,True,صنع وتجهيز البخور,ظفار,صلالة,811
home_based,True,صنع وتجهيز البخور,ظفار,ضلكوت,12
home_based,True,صنع وتجهيز البخور,ظفار,طاقة,120
home_based,True,صنع وتجهيز البخور,ظفار,مرباط,103
home_based,True,صنع وتجهيز البخور,مسقط,السيب,114
home_based,True,صنع وتجهيز البخور,مسقط,العامرات,30
home_based,True,صنع وتجهيز البخور,مسقط,بوشر,26
home_based,True,صنع وتجهيز البخور,مسقط,قريات,4
home_based,True,صنع وتجهيز البخور,مسقط,مسقط,7
home_based,True,صنع وتجهيز البخور,مسقط,مطرح,5
home_based,True,صنع وتجهيز البخور,مسندم,بخا,15
home_based,True,صنع وتجهيز البخور,مسندم,خصب,342
home_based,True,صنع وتجهيز البخور,مسندم,دبا البيعة,47
home_based,True,صنع وتجهيز البخور,مسندم,مدحا,3
home_based,True,صنع وتفصيل الكمة العمانية,الداخلية,بهلاء,1
home_based,True,صنع وتفصيل الكمة العمانية,الداخلية,سمائل,1
home_based,True,صنع وتفصيل الكمة العمانية,الظاهرة,عبري,3
home_based,True,صنع وتفصيل الكمة العمانية,جنوب الباطنة,الرستاق,2
home_based,True,صنع وتفصيل الكمة العمانية,جنوب الباطنة,المصنعة,2
home_based,True,صنع وتفصيل الكمة العمانية,جنوب الشرقية,صور,1
home_based,True,صنع وتفصيل الكمة العمانية,شمال الباطنة,صحار,1
home_based,True,صنع وتفصيل الكمة العمانية,شمال الشرقية,ابراء,2
home_based,True,صنع وتفصيل الكمة العمانية,شمال الشرقية,القابل,2
home_based,True,صنع وتفصيل الكمة العمانية,شمال الشرقية,وادى بنى خالد,2
home_based,True,صنع وتفصيل الكمة العمانية,ظفار,ضلكوت,1
home_based,True,صنع وتفصيل الكمة العمانية,ظفار,مرباط,1
home_based,True,صنع وتفصيل الكمة العمانية,مسقط,مسقط,1
home_based,True,صنع وتفصيل الكمة العمانية,مسقط,مطرح,1
startup,False,التصنيع الرقمي,مسقط,,5
startup,False,التكنولوجيا الخضراء,الظاهرة,,1
startup,False,التكنولوجيا الخضراء,جنوب الباطنة,,1
startup,False,التكنولوجيا الخضراء,جنوب الشرقية,,1
startup,False,التكنولوجيا الخضراء,مسقط,,5
startup,False,التكنولوجيا العقارية,مسقط,,8
startup,False,التكنولوجيا العميقة,الداخلية,,1
startup,False,التكنولوجيا العميقة,جنوب الباطنة,,1
startup,False,التكنولوجيا العميقة,جنوب الشرقية,,1
startup,False,التكنولوجيا العميقة,ظفار,,2
startup,False,التكنولوجيا العميقة,مسقط,,14
startup,False,تقنيات التصنيع,الداخلية,,1
startup,False,تقنيات التصنيع,مسقط,,3
startup,False,تكنولجيا الفضاء,الظاهرة,,1
startup,False,تكنولجيا الفضاء,ظفار,,1
startup,False,تكنولجيا الفضاء,مسقط,,3
startup,False,تكنولجيا الموارد البشرية,البريمي,,1
startup,False,تكنولجيا الموارد البشرية,مسقط,,10
startup,False,روبوتات,مسقط,,3
startup,False,قطاع الأمن السيبراني,الداخلية,,1
startup,False,قطاع الأمن السيبراني,شمال الباطنة,,1
startup,False,قطاع الأمن السيبراني,مسقط,,5
startup,False,قطاع التجارة الإلكترونية,الداخلية,,3
startup,False,قطاع التجارة الإلكترونية,الظاهرة,,1
startup,False,قطاع التجارة الإلكترونية,شمال الباطنة,,1
startup,False,قطاع التجارة الإلكترونية,ظفار,,3
startup,False,قطاع التجارة الإلكترونية,مسقط,,27
startup,False,قطاع التقنيات التنظيمية,الداخلية,,1
startup,False,قطاع التقنيات التنظيمية,الظاهرة,,1
startup,False,قطاع التقنيات التنظيمية,مسقط,,8
startup,False,قطاع التقنيات الحيوية,مسقط,,2
startup,False,قطاع التقنيات الدعائية والتسويقية,الداخلية,,1
startup,False,قطاع التقنيات الدعائية والتسويقية,ظفار,,1
startup,False,قطاع التقنيات الدعائية والتسويقية,مسقط,,8
startup,False,قطاع التقنيات الزراعية,شمال الشرقية,,1
startup,False,قطاع التقنيات الزراعية,مسقط,,3
startup,False,قطاع التقنيات الزراعية,مسندم,,1
startup,False,قطاع التقنيات الصحية,ظفار,,1
startup,False,قطاع التقنيات الصحية,مسقط,,8
startup,False,قطاع التقنيات الطبية,الداخلية,,1
startup,False,قطاع التقنيات الطبية,مسقط,,4
startup,False,قطاع التقنيات القانونية,مسقط,,1
startup,False,قطاع التقنيات اللوجستية,الداخلية,,4
startup,False,قطاع التقنيات اللوجستية,جنوب الباطنة,,1
startup,False,قطاع التقنيات اللوجستية,شمال الباطنة,,1
startup,False,قطاع التقنيات اللوجستية,ظفار,,1
startup,False,قطاع التقنيات اللوجستية,مسقط,,21
startup,False,قطاع التقنيات الممتلكات العقارية,جنوب الباطنة,,1
startup,False,قطاع التقنيات الممتلكات العقارية,مسقط,,2
startup,False,قطاع التقنيات النظيفة,جنوب الباطنة,,1
startup,False,قطاع التقنيات النظيفة,مسقط,,3
startup,False,قطاع التكنولوجيا المالية,ظفار,,1
startup,False,قطاع التكنولوجيا المالية,مسقط,,26
startup,False,قطاع الصناعات الإبداعية الرقمية,الداخلية,,1
startup,False,قطاع الصناعات الإبداعية الرقمية,جنوب الباطنة,,1
startup,False,قطاع الصناعات الإبداعية الرقمية,مسقط,,4
startup,False,قطاع تقنيات التعلم,الداخلية,,1
startup,False,قطاع تقنيات التعلم,جنوب الشرقية,,1
startup,False,قطاع تقنيات التعلم,مسقط,,17
startup,False,قطاع تقنيات السفر,الداخلية,,1
startup,False,قطاع تقنيات السفر,شمال الباطنة,,2
startup,False,قطاع تقنيات السفر,ظفار,,1
startup,False,قطاع تقنيات السفر,مسقط,,10
